25,1,1,1,1,589.031,652.466
25,2,1,1,1,593.516,888.006
98,3,4,1,4,847.121,815.404
25,4,1,1,1,794.282,653.142
25,5,1,1,1,789.015,886.99
25,6,1,1,1,1190.33,765.7
25,7,1,1,1,1196.05,644.808
25,8,1,1,1,1188.48,885.796
25,9,1,1,1,1602.36,764.342
25,10,1,1,1,1604.92,642.403
25,11,1,1,1,1605.28,884.812
25,12,1,1,1,2023.79,758.279
25,13,1,1,1,2020.08,642.279
25,14,1,1,1,2025.87,887.4
25,15,1,1,1,2439.6,759.534
25,16,1,1,1,2431.86,637.699
25,17,1,1,1,2437.91,885.643
25,18,1,1,1,2657.25,885.341
25,19,1,1,1,2926.49,419.045
25,20,1,1,1,2945.03,601.955
25,21,1,1,1,2938.73,994.853
25,22,1,1,1,3213.27,879.675
25,23,1,1,1,3331.04,603.641
25,24,1,1,1,3210.53,315.273
25,25,1,1,1,2929.93,199.682
25,26,1,1,1,2710.56,198.436
25,27,1,1,1,2608.7,197.426
25,28,1,1,1,2559.65,336.186
25,29,1,1,1,2514.19,196.63
25,31,1,1,1,2416.18,199.037
25,32,1,1,1,2437.25,339.218
25,33,1,1,1,2313.57,194.947
25,34,1,1,1,2309.94,338.276
25,35,1,1,1,2206.73,195.148
25,36,1,1,1,2188.57,338.665
25,37,1,1,1,2105.46,194.02
25,38,1,1,1,2082.23,337.667
25,39,1,1,1,1998.48,197.729
25,40,1,1,1,1973.12,337.426
25,41,1,1,1,1899.25,201.021
25,42,1,1,1,1857.58,340.632
25,43,1,1,1,1798.06,202.518
25,45,1,1,1,1689.9,199.912
25,46,1,1,1,1695.92,339.838
25,47,1,1,1,1587,198.992
25,48,1,1,1,1579.75,341.905
25,49,1,1,1,1480.59,201.406
25,50,1,1,1,1489.29,344.852
25,51,1,1,1,1378.91,200.758
25,52,1,1,1,1377.9,340.967
25,53,1,1,1,1281.1,197.273
25,55,1,1,1,1177.72,197.028
25,56,1,1,1,1236.17,343.196
25,57,1,1,1,1074.32,200.379
25,58,1,1,1,1117.72,345.305
25,59,1,1,1,970.072,196.818
25,60,1,1,1,1002.93,347.054
25,61,1,1,1,872.76,197.566
25,62,1,1,1,873.692,344.125
25,63,1,1,1,774.163,198.358
25,64,1,1,1,771.128,340.761
25,65,1,1,1,683.307,201.409
25,66,1,1,1,669.012,345.507
25,67,1,1,1,593.299,200.814
25,69,1,1,1,481.859,204.103
25,70,1,1,1,508.3,343.9
25,71,1,0,1,404.638,219.952
25,72,1,1,1,398.361,349.492
25,73,1,1,1,311.282,212.269
25,74,1,1,1,295.218,351.36
25,75,1,1,1,209.495,205.628
25,76,1,1,1,205.689,352.094
