25,1,1,1,1,589.031,654.298
25,2,1,1,1,593.516,888.437
25,3,1,1,1,794.246,769.553
25,4,1,1,1,796.086,653.582
25,5,1,1,1,789.015,886.99
25,6,1,1,1,1190.33,765.7
25,7,1,1,1,1196.05,646.326
25,8,1,1,1,1191.09,884.301
25,9,1,1,1,1602.36,764.342
25,10,1,1,1,1604.92,643.721
25,11,1,1,1,1605.28,886.101
25,12,1,1,1,2023.79,758.279
25,13,1,1,1,2020.08,641.474
25,14,1,1,1,2027.5,887.4
25,15,1,1,1,2439.6,759.534
25,16,1,1,1,2431.86,637.699
25,17,1,1,1,2437.91,885.433
25,18,1,1,1,2658.93,885.341
25,19,1,1,1,2926.46,419.734
25,20,1,1,1,2946.83,602.197
25,21,1,1,1,2938.73,994.853
25,22,1,1,1,3214.37,879.562
25,23,1,1,1,3331.93,603.81
25,24,1,1,1,3210.53,315.273
25,25,1,1,1,2931.83,200.52
25,26,1,1,1,2710.56,199.411
25,27,1,1,1,2608.7,197.426
25,28,1,1,1,2559.65,336.186
25,29,1,1,1,2514.19,196.63
25,31,1,1,1,2416.18,200.007
25,32,1,1,1,2437.25,340.074
25,33,1,1,1,2313.57,193.924
25,34,1,1,1,2309.94,339.191
25,35,1,1,1,2206.73,196.437
25,36,1,1,1,2190.85,338.764
25,37,1,1,1,2105.46,194.02
25,38,1,1,1,2082.23,338.687
25,39,1,1,1,2000.91,197.729
25,40,1,1,1,1973.12,336.248
25,41,1,1,1,1899.25,201.021
25,42,1,1,1,1857.58,339.402
25,43,1,1,1,1798.06,204.022
25,45,1,1,1,1689.9,199.912
25,46,1,1,1,1695.92,341.024
25,47,1,1,1,1587,198.992
25,48,1,1,1,1581.98,341.905
25,49,1,1,1,1479.81,201.406
25,50,1,1,1,1489.29,344.852
25,51,1,1,1,1378.91,202.515
25,52,1,1,1,1381.09,340.967
25,53,1,1,1,1281.1,197.273
25,55,1,1,1,1177.72,198.927
25,56,1,1,1,1236.17,344.576
25,57,1,1,1,1074.32,202.33
25,58,1,1,1,1117.72,345.305
25,59,1,1,1,970.072,196.818
25,60,1,1,1,1002.93,345.394
25,61,1,1,1,875.1,197.566
25,62,1,1,1,873.692,344.125
25,63,1,1,1,774.163,196.192
25,64,1,1,1,771.128,340.761
25,65,1,1,1,683.307,201.409
856,66,1,3,1,669.012,345.507
25,67,1,1,1,593.299,200.814
25,69,1,1,1,487.399,201.779
25,70,1,1,1,510.407,343.9
25,71,1,0,1,404.638,219.952
25,72,1,1,1,393.017,349.492
25,73,1,1,1,309.065,214.265
25,74,1,1,1,295.218,349.311
25,75,1,1,1,211.703,205.628
25,76,1,1,1,201.992,350.258
