25,1,1,1,1,587.252,655.681
25,2,1,1,1,585.333,887.152
25,3,1,1,1,794.246,769.593
25,4,1,1,1,794.282,654.454
25,5,1,1,1,787.646,886.19
25,6,1,1,1,1190.33,765.76
25,7,1,1,1,1190.52,650.95
25,8,1,1,1,1188.97,887.711
25,9,1,1,1,1602.7,768.294
25,10,1,1,1,1606.81,643.136
25,11,1,1,1,1602.39,889.341
25,12,1,1,1,2021.07,764.974
25,13,1,1,1,2020.08,644.017
25,14,1,1,1,2025.44,886.626
25,15,1,1,1,2434.17,757.793
25,16,1,1,1,2433.81,643.317
25,17,1,1,1,2437.91,885.015
25,18,1,1,1,2657.25,884.792
25,19,1,1,1,2936.06,417.483
25,20,1,1,1,2939.69,599.223
25,21,1,1,1,2942.26,994.257
25,22,1,1,1,3206.07,870.733
25,23,1,1,1,3330.02,605.349
25,24,1,1,1,3210.19,320.785
25,25,1,1,1,2931.83,200.52
25,26,1,1,1,2710.56,201.35
25,27,1,1,1,2608.7,198.801
25,28,1,1,1,2606.27,339.124
25,29,1,1,1,2509.24,199.565
25,30,1,1,1,2509.26,339.914
25,31,1,1,1,2410.48,201.341
25,32,1,1,1,2411.19,340.524
25,33,1,1,1,2306.19,200.448
25,34,1,1,1,2309.94,340.103
25,35,1,1,1,2205.6,202.402
25,36,1,1,1,2207.91,341.244
25,37,1,1,1,2103.02,202.52
25,38,1,1,1,2102.75,341.393
25,39,1,1,1,1995.49,202.65
25,40,1,1,1,1997.54,343.529
25,41,1,1,1,1894.73,206.786
25,42,1,1,1,1896.15,344.406
25,43,1,1,1,1793.25,202.753
25,44,1,1,1,1794.65,345.228
25,45,1,1,1,1689.66,203.055
25,46,1,1,1,1684.72,344.815
25,47,1,1,1,1584.09,203.633
25,48,1,1,1,1581.98,341.637
25,49,1,1,1,1482.96,206.444
25,50,1,1,1,1478.23,343.294
25,51,1,1,1,1375.5,204.261
25,52,1,1,1,1373.49,343.758
25,53,1,1,1,1277.43,200.929
25,54,1,1,1,1273.4,343.946
25,55,1,1,1,1171.44,202.396
25,56,1,1,1,1169.12,346.945
25,57,1,1,1,1070.15,204.563
25,58,1,1,1,1068.28,347.262
25,59,1,1,1,969.851,204.882
25,60,1,1,1,972.493,348.901
25,61,1,1,1,868.136,201.735
25,62,1,1,1,869.398,345.672
25,63,1,1,1,771.574,202.643
25,64,1,1,1,773.261,350.521
25,65,1,1,1,676.486,209.777
25,66,1,1,1,675.892,351.779
25,67,1,1,1,584.266,209.089
25,68,1,1,1,580.792,350.036
25,69,1,1,1,484.112,204.457
25,70,1,1,1,484.005,351.357
25,71,1,1,1,394.468,214.904
25,72,1,0,1,390.931,354.053
25,73,1,1,1,303.136,215.307
25,74,1,1,1,297.294,354.692
25,75,1,1,1,211.703,217.146
25,76,1,1,1,208.195,354.692
